;grid;letters;locs;encoding_stim;incorr_locs;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc
1943;"[array([['Х', 'К', 'П'],
       ['Х', 'Х', 'М'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[1, 2, 5, 7];grid_9841.png;[0, 3, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 7, 3];[0, 1, 2, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1944;"[array([['Х', 'К', 'П'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[1, 2, 5, 8];grid_9842.png;[0, 3, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 7, 6];[0, 1, 2, 3];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1945;"[array([['Х', 'П', 'М'],
       ['Х', 'Х', 'Х'],
       ['Д', 'К', 'Х']], dtype='<U1')]";['П', 'М', 'Д', 'К'];[1, 2, 6, 7];grid_9843.png;[0, 3, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 0, 3];[1, 2, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1946;"[array([['Х', 'П', 'М'],
       ['Х', 'Х', 'Х'],
       ['Д', 'Х', 'К']], dtype='<U1')]";['П', 'М', 'Д', 'К'];[1, 2, 6, 8];grid_9844.png;[0, 3, 5, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 0, 6];[1, 2, 3, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1947;"[array([['Х', 'М', 'Д'],
       ['Х', 'Х', 'Х'],
       ['Х', 'П', 'К']], dtype='<U1')]";['М', 'Д', 'П', 'К'];[1, 2, 7, 8];grid_9845.png;[0, 3, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 3, 6];[0, 1, 2, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1948;"[array([['Х', 'К', 'Х'],
       ['Д', 'Х', 'П'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['К', 'Д', 'П', 'М'];[1, 3, 5, 6];grid_9846.png;[0, 2, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 1, 7, 0];[2, 3, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1949;"[array([['Х', 'П', 'Х'],
       ['Д', 'Х', 'К'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['П', 'Д', 'К', 'М'];[1, 3, 5, 8];grid_9848.png;[0, 2, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 1, 7, 6];[0, 2, 3, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1950;"[array([['Х', 'Д', 'Х'],
       ['П', 'Х', 'Х'],
       ['М', 'К', 'Х']], dtype='<U1')]";['Д', 'П', 'М', 'К'];[1, 3, 6, 7];grid_9849.png;[0, 2, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 1, 0, 3];[2, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1951;"[array([['Х', 'К', 'Х'],
       ['П', 'Х', 'Х'],
       ['М', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[1, 3, 6, 8];grid_9850.png;[0, 2, 5, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 1, 0, 6];[2, 3, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1952;"[array([['Х', 'М', 'Х'],
       ['Д', 'Х', 'Х'],
       ['Х', 'П', 'К']], dtype='<U1')]";['М', 'Д', 'П', 'К'];[1, 3, 7, 8];grid_9851.png;[0, 2, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 1, 3, 6];[0, 2, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1953;"[array([['Х', 'К', 'Х'],
       ['Х', 'Х', 'П'],
       ['Д', 'М', 'Х']], dtype='<U1')]";['К', 'П', 'Д', 'М'];[1, 5, 6, 7];grid_9852.png;[0, 2, 3, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 7, 0, 3];[1, 2, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1954;"[array([['Х', 'К', 'Х'],
       ['Х', 'Х', 'П'],
       ['М', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[1, 5, 6, 8];grid_9853.png;[0, 2, 3, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 7, 0, 6];[1, 2, 3, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1955;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'К', 'Д']], dtype='<U1')]";['П', 'М', 'К', 'Д'];[1, 5, 7, 8];grid_9854.png;[0, 2, 3, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 7, 3, 6];[0, 1, 2, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1956;"[array([['Х', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['К', 'Д', 'М']], dtype='<U1')]";['П', 'К', 'Д', 'М'];[1, 6, 7, 8];grid_9855.png;[0, 2, 3, 5];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 0, 3, 6];[1, 2, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1957;"[array([['Х', 'Х', 'Д'],
       ['П', 'Х', 'К'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Д', 'П', 'К', 'М'];[2, 3, 5, 6];grid_9856.png;[0, 1, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 7, 0];[2, 3, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1958;"[array([['Х', 'Х', 'П'],
       ['Д', 'Х', 'К'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['П', 'Д', 'К', 'М'];[2, 3, 5, 7];grid_9857.png;[0, 1, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 7, 3];[0, 2, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1959;"[array([['Х', 'Х', 'К'],
       ['М', 'Х', 'Д'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['К', 'М', 'Д', 'П'];[2, 3, 5, 8];grid_9858.png;[0, 1, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 7, 6];[0, 2, 3, 5];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1960;"[array([['Х', 'Х', 'К'],
       ['Д', 'Х', 'Х'],
       ['П', 'М', 'Х']], dtype='<U1')]";['К', 'Д', 'П', 'М'];[2, 3, 6, 7];grid_9859.png;[0, 1, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 0, 3];[2, 5, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1961;"[array([['Х', 'Х', 'М'],
       ['П', 'Х', 'Х'],
       ['К', 'Х', 'Д']], dtype='<U1')]";['М', 'П', 'К', 'Д'];[2, 3, 6, 8];grid_9860.png;[0, 1, 5, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 0, 6];[2, 3, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1962;"[array([['Х', 'Х', 'П'],
       ['М', 'Х', 'Х'],
       ['Х', 'К', 'Д']], dtype='<U1')]";['П', 'М', 'К', 'Д'];[2, 3, 7, 8];grid_9861.png;[0, 1, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 1, 3, 6];[0, 2, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1963;"[array([['Х', 'Х', 'Д'],
       ['Х', 'Х', 'К'],
       ['П', 'М', 'Х']], dtype='<U1')]";['Д', 'К', 'П', 'М'];[2, 5, 6, 7];grid_9862.png;[0, 1, 3, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 7, 0, 3];[1, 2, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1964;"[array([['Х', 'Х', 'М'],
       ['Х', 'Х', 'К'],
       ['П', 'Х', 'Д']], dtype='<U1')]";['М', 'К', 'П', 'Д'];[2, 5, 6, 8];grid_9863.png;[0, 1, 3, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 7, 0, 6];[1, 2, 3, 5];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1965;"[array([['Х', 'Х', 'П'],
       ['Х', 'Х', 'К'],
       ['Х', 'М', 'Д']], dtype='<U1')]";['П', 'К', 'М', 'Д'];[2, 5, 7, 8];grid_9864.png;[0, 1, 3, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 7, 3, 6];[0, 1, 2, 5];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1966;"[array([['Х', 'Х', 'Д'],
       ['Х', 'Х', 'Х'],
       ['М', 'К', 'П']], dtype='<U1')]";['Д', 'М', 'К', 'П'];[2, 6, 7, 8];grid_9865.png;[0, 1, 3, 5];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[8, 0, 3, 6];[1, 2, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1967;"[array([['Х', 'Х', 'Х'],
       ['Д', 'Х', 'П'],
       ['К', 'М', 'Х']], dtype='<U1')]";['Д', 'П', 'К', 'М'];[3, 5, 6, 7];grid_9866.png;[0, 1, 2, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[1, 7, 0, 3];[2, 5, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1968;"[array([['Х', 'Х', 'Х'],
       ['К', 'Х', 'П'],
       ['М', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[3, 5, 6, 8];grid_9867.png;[0, 1, 2, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[1, 7, 0, 6];[2, 3, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1969;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'К'],
       ['Х', 'М', 'Д']], dtype='<U1')]";['П', 'К', 'М', 'Д'];[3, 5, 7, 8];grid_9868.png;[0, 1, 2, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[1, 7, 3, 6];[0, 2, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1970;"[array([['Х', 'Х', 'Х'],
       ['К', 'Х', 'Х'],
       ['М', 'П', 'Д']], dtype='<U1')]";['К', 'М', 'П', 'Д'];[3, 6, 7, 8];grid_9869.png;[0, 1, 2, 5];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[1, 0, 3, 6];[2, 5, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1971;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'К'],
       ['Д', 'М', 'П']], dtype='<U1')]";['К', 'Д', 'М', 'П'];[5, 6, 7, 8];grid_9870.png;[0, 1, 2, 3];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[7, 0, 3, 6];[1, 2, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1972;"[array([['Д', 'М', 'Ж'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'М', 'Ж', 'К'];[0, 1, 2, 3];grid_9941.png;[5, 6, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 8, 1];[0, 3, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1973;"[array([['М', 'Д', 'Ж'],
       ['Х', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'Ж', 'К'];[0, 1, 2, 5];grid_9942.png;[3, 6, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 8, 7];[0, 1, 3, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1974;"[array([['М', 'Д', 'К'],
       ['Х', 'Х', 'Х'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'К', 'Ж'];[0, 1, 2, 6];grid_9943.png;[3, 5, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 8, 0];[1, 3, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1975;"[array([['Ж', 'К', 'М'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['Ж', 'К', 'М', 'Д'];[0, 1, 2, 7];grid_9944.png;[3, 5, 6, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 8, 3];[0, 1, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1976;"[array([['К', 'Д', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['К', 'Д', 'Ж', 'М'];[0, 1, 2, 8];grid_9945.png;[3, 5, 6, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 8, 6];[0, 1, 3, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1977;"[array([['М', 'К', 'Х'],
       ['Д', 'Х', 'Ж'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['М', 'К', 'Д', 'Ж'];[0, 1, 3, 5];grid_9946.png;[2, 6, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 1, 7];[0, 3, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1978;"[array([['М', 'Ж', 'Х'],
       ['К', 'Х', 'Х'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['М', 'Ж', 'К', 'Д'];[0, 1, 3, 6];grid_9947.png;[2, 5, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 1, 0];[3, 6, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1979;"[array([['М', 'К', 'Х'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['М', 'К', 'Ж', 'Д'];[0, 1, 3, 7];grid_9948.png;[2, 5, 6, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 1, 3];[0, 6, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1980;"[array([['К', 'Д', 'Х'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['К', 'Д', 'М', 'Ж'];[0, 1, 3, 8];grid_9949.png;[2, 5, 6, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 1, 6];[0, 3, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1981;"[array([['Ж', 'М', 'Х'],
       ['Х', 'Х', 'К'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['Ж', 'М', 'К', 'Д'];[0, 1, 5, 6];grid_9950.png;[2, 3, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 7, 0];[1, 3, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1982;"[array([['Д', 'М', 'Х'],
       ['Х', 'Х', 'К'],
       ['Х', 'Ж', 'Х']], dtype='<U1')]";['Д', 'М', 'К', 'Ж'];[0, 1, 5, 7];grid_9951.png;[2, 3, 6, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 7, 3];[0, 1, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1983;"[array([['Ж', 'М', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Ж', 'М', 'Д', 'К'];[0, 1, 5, 8];grid_9952.png;[2, 3, 6, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 7, 6];[0, 1, 3, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1984;"[array([['Д', 'К', 'Х'],
       ['Х', 'Х', 'Х'],
       ['М', 'Ж', 'Х']], dtype='<U1')]";['Д', 'К', 'М', 'Ж'];[0, 1, 6, 7];grid_9953.png;[2, 3, 5, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 0, 3];[1, 6, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1985;"[array([['М', 'Д', 'Х'],
       ['Х', 'Х', 'Х'],
       ['К', 'Х', 'Ж']], dtype='<U1')]";['М', 'Д', 'К', 'Ж'];[0, 1, 6, 8];grid_9954.png;[2, 3, 5, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 0, 6];[1, 3, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1986;"[array([['Ж', 'Д', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'К', 'М']], dtype='<U1')]";['Ж', 'Д', 'К', 'М'];[0, 1, 7, 8];grid_9955.png;[2, 3, 5, 6];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 5, 3, 6];[0, 1, 7, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1987;"[array([['Д', 'Х', 'Ж'],
       ['М', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'Ж', 'М', 'К'];[0, 2, 3, 5];grid_9956.png;[1, 6, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 1, 7];[0, 3, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1988;"[array([['Ж', 'Х', 'Д'],
       ['М', 'Х', 'Х'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['Ж', 'Д', 'М', 'К'];[0, 2, 3, 6];grid_9957.png;[1, 5, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 1, 0];[3, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1989;"[array([['К', 'Х', 'Д'],
       ['Ж', 'Х', 'Х'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['К', 'Д', 'Ж', 'М'];[0, 2, 3, 7];grid_9958.png;[1, 5, 6, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 1, 3];[0, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1990;"[array([['К', 'Х', 'М'],
       ['Д', 'Х', 'Х'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['К', 'М', 'Д', 'Ж'];[0, 2, 3, 8];grid_9959.png;[1, 5, 6, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 1, 6];[0, 3, 5, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1991;"[array([['Ж', 'Х', 'М'],
       ['Х', 'Х', 'Д'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['Ж', 'М', 'Д', 'К'];[0, 2, 5, 6];grid_9960.png;[1, 3, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 7, 0];[1, 3, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1992;"[array([['Д', 'Х', 'М'],
       ['Х', 'Х', 'К'],
       ['Х', 'Ж', 'Х']], dtype='<U1')]";['Д', 'М', 'К', 'Ж'];[0, 2, 5, 7];grid_9961.png;[1, 3, 6, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 7, 3];[0, 1, 5, 6];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1993;"[array([['Д', 'Х', 'М'],
       ['Х', 'Х', 'К'],
       ['Х', 'Х', 'Ж']], dtype='<U1')]";['Д', 'М', 'К', 'Ж'];[0, 2, 5, 8];grid_9962.png;[1, 3, 6, 7];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 7, 6];[0, 1, 3, 5];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1994;"[array([['Ж', 'Х', 'М'],
       ['Х', 'Х', 'Х'],
       ['К', 'Д', 'Х']], dtype='<U1')]";['Ж', 'М', 'К', 'Д'];[0, 2, 6, 7];grid_9963.png;[1, 3, 5, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 0, 3];[1, 5, 6, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1995;"[array([['Д', 'Х', 'Ж'],
       ['Х', 'Х', 'Х'],
       ['Х', 'К', 'М']], dtype='<U1')]";['Д', 'Ж', 'К', 'М'];[0, 2, 7, 8];grid_9965.png;[1, 3, 5, 6];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 8, 3, 6];[0, 1, 5, 7];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
1996;"[array([['Д', 'Х', 'Х'],
       ['М', 'Х', 'К'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['Д', 'М', 'К', 'Ж'];[0, 3, 5, 6];grid_9966.png;[1, 2, 7, 8];['Т', 'Л', 'П', 'Г', 'Ш', 'Ф'];[2, 1, 7, 0];[3, 5, 6, 8];{'Д': 0, 'Ж': 1, 'К': 2, 'М': 3};{'Д': [1, 2, 3], 'Ж': [0, 2, 3], 'К': [0, 1, 3], 'М': [0, 1, 2]}
